OrderID,CustomerID,Country,Product,Category,Subcategory,Quantity,UnitPrice_AED,LineTotal_AED
1352,C000810,Saudi Arabia,Candy,Snacks & Sweets,Snacks/sweets,1,3.84,3.84
1352,C000810,Saudi Arabia,Newspapers,Household,General merchandise,2,12.96,25.92
1353,C003088,Qatar,Root Vegetables,Produce,Vegetables & herbs,1,6.09,6.09
1353,C003088,Qatar,Fruit/Vegetable Juice,Beverages,Non-alcoholic,1,54.3,54.3
1353,C003088,Qatar,Long Life Bakery Product,Bakery,Bread & baked goods,1,6.76,6.76
1353,C003088,Qatar,Pot Plants,Household,Garden,1,16.82,16.82
1354,C001461,United Arab Emirates,Ham,Meat & Seafood,Deli & processed,1,20.28,20.28
1354,C001461,United Arab Emirates,Tropical Fruit,Produce,Fruit,1,8.97,8.97
1354,C001461,United Arab Emirates,Grapes,Produce,Fruit,1,6.03,6.03
1354,C001461,United Arab Emirates,Onions,Produce,Vegetables & herbs,2,5.02,10.04
1354,C001461,United Arab Emirates,Other Vegetables,Produce,Vegetables & herbs,1,6.95,6.95
1354,C001461,United Arab Emirates,Yogurt,Dairy & Eggs,Dairy/eggs,4,2.94,11.76
1354,C001461,United Arab Emirates,Whipped/Sour Cream,Dairy & Eggs,Dairy/eggs,1,5.98,5.98
1354,C001461,United Arab Emirates,Soft Cheese,Dairy & Eggs,Dairy/eggs,2,6.08,12.16
1354,C001461,United Arab Emirates,Sliced Cheese,Dairy & Eggs,Dairy/eggs,2,6.29,12.58
1354,C001461,United Arab Emirates,Frozen Vegetables,Frozen,Frozen foods,1,11.41,11.41
1354,C001461,United Arab Emirates,White Bread,Bakery,Bread & baked goods,1,5.83,5.83
1354,C001461,United Arab Emirates,Pastry,Bakery,Bread & baked goods,2,6.08,12.16
1354,C001461,United Arab Emirates,Semi-Finished Bread,Bakery,Bread & baked goods,2,6.69,13.38
1354,C001461,United Arab Emirates,Oil,Pantry,Staples,1,11.76,11.76
1354,C001461,United Arab Emirates,Cat Food,Pet,Pet supplies,1,14.65,14.65
1354,C001461,United Arab Emirates,Bottled Water,Beverages,Non-alcoholic,6,47.15,282.9
1354,C001461,United Arab Emirates,Fruit/Vegetable Juice,Beverages,Non-alcoholic,1,36.6,36.6
1354,C001461,United Arab Emirates,Detergent,Household,Cleaning & laundry,1,27.48,27.48
1354,C001461,United Arab Emirates,House Keeping Products,Household,Cleaning & laundry,1,20.28,20.28
1355,C001578,United Arab Emirates,Coffee,Beverages,Non-alcoholic,1,42.8,42.8
1356,C002594,United Arab Emirates,Citrus Fruit,Produce,Fruit,2,4.87,9.74
1356,C002594,United Arab Emirates,Frozen Meals,Frozen,Frozen foods,1,11.0,11.0
1356,C002594,United Arab Emirates,Canned Beer,Beverages,Alcohol,1,37.9,37.9
1356,C002594,United Arab Emirates,Red/Blush Wine,Beverages,Alcohol,1,47.01,47.01
1356,C002594,United Arab Emirates,Salty Snack,Snacks & Sweets,Snacks/sweets,1,6.04,6.04
1357,C002731,United Arab Emirates,Pot Plants,Household,Garden,1,14.78,14.78
1358,C002582,Kuwait,Other Vegetables,Produce,Vegetables & herbs,1,7.48,7.48
1358,C002582,Kuwait,Chocolate,Snacks & Sweets,Snacks/sweets,1,7.35,7.35
1359,C002531,United Arab Emirates,Whole Milk,Dairy & Eggs,Dairy/eggs,1,5.91,5.91
1359,C002531,United Arab Emirates,White Bread,Bakery,Bread & baked goods,2,4.31,8.62
1359,C002531,United Arab Emirates,Pastry,Bakery,Bread & baked goods,1,5.43,5.43
1360,C002424,United Arab Emirates,Zwieback,Bakery,Bread & baked goods,1,6.8,6.8
1360,C002424,United Arab Emirates,Oil,Pantry,Staples,1,10.27,10.27
1360,C002424,United Arab Emirates,Mustard,Pantry,Condiments & spreads,1,9.9,9.9
1360,C002424,United Arab Emirates,Chocolate,Snacks & Sweets,Snacks/sweets,1,6.47,6.47
1361,C001120,United Arab Emirates,Chicken,Meat & Seafood,Fresh meat,1,20.04,20.04
1361,C001120,United Arab Emirates,Other Vegetables,Produce,Vegetables & herbs,1,7.69,7.69
1361,C001120,United Arab Emirates,Whole Milk,Dairy & Eggs,Dairy/eggs,1,8.37,8.37
1361,C001120,United Arab Emirates,Domestic Eggs,Dairy & Eggs,Dairy/eggs,1,7.27,7.27
1361,C001120,United Arab Emirates,Pastry,Bakery,Bread & baked goods,1,6.12,6.12
1361,C001120,United Arab Emirates,Canned Beer,Beverages,Alcohol,6,43.79,262.74
1362,C001771,Saudi Arabia,Butter,Dairy & Eggs,Dairy/eggs,1,4.94,4.94
1362,C001771,Saudi Arabia,Yogurt,Dairy & Eggs,Dairy/eggs,4,2.24,8.96
1362,C001771,Saudi Arabia,Dog Food,Pet,Pet supplies,2,11.34,22.68
1363,C000330,Qatar,Ham,Meat & Seafood,Deli & processed,1,20.36,20.36
1363,C000330,Qatar,Dessert,Prepared foods,Ready-to-eat,1,14.26,14.26
1363,C000330,Qatar,Frozen Meals,Frozen,Frozen foods,1,13.54,13.54
1363,C000330,Qatar,Frozen Dessert,Frozen,Desserts,2,15.09,30.18
1363,C000330,Qatar,White Bread,Bakery,Bread & baked goods,1,5.79,5.79
1363,C000330,Qatar,Sweet Spreads,Pantry,Condiments & spreads,1,7.96,7.96
1363,C000330,Qatar,Soda,Beverages,Non-alcoholic,2,44.23,88.46
1363,C000330,Qatar,Long Life Bakery Product,Bakery,Bread & baked goods,1,8.37,8.37
1363,C000330,Qatar,Specialty Bar,Snacks & Sweets,Snacks/sweets,1,7.8,7.8
1363,C000330,Qatar,Hygiene Articles,Personal care,Health & beauty,1,16.17,16.17
1363,C000330,Qatar,Newspapers,Household,General merchandise,2,14.98,29.96
1363,C000330,Qatar,Shopping Bags,Household,General merchandise,2,0.46,0.92
1364,C002792,United Arab Emirates,Whole Milk,Dairy & Eggs,Dairy/eggs,1,7.56,7.56
1364,C002792,United Arab Emirates,Butter Milk,Dairy & Eggs,Dairy/eggs,1,4.16,4.16
1364,C002792,United Arab Emirates,Soda,Beverages,Non-alcoholic,1,37.68,37.68
1364,C002792,United Arab Emirates,Chewing Gum,Snacks & Sweets,Snacks/sweets,1,1.68,1.68
1364,C002792,United Arab Emirates,Shopping Bags,Household,General merchandise,1,0.42,0.42
1365,C003172,United Arab Emirates,Citrus Fruit,Produce,Fruit,1,6.67,6.67
1365,C003172,United Arab Emirates,Misc. Beverages,Beverages,Non-alcoholic,1,37.77,37.77
1365,C003172,United Arab Emirates,Liquor,Beverages,Alcohol,1,34.87,34.87
1365,C003172,United Arab Emirates,Cling Film/Bags,Household,General merchandise,1,11.38,11.38
1366,C002107,United Arab Emirates,Ham,Meat & Seafood,Deli & processed,1,15.27,15.27
1366,C002107,United Arab Emirates,Herbs,Produce,Vegetables & herbs,1,4.1,4.1
1366,C002107,United Arab Emirates,Other Vegetables,Produce,Vegetables & herbs,1,6.78,6.78
1366,C002107,United Arab Emirates,Curd,Dairy & Eggs,Dairy/eggs,1,7.49,7.49
1366,C002107,United Arab Emirates,Yogurt,Dairy & Eggs,Dairy/eggs,1,2.67,2.67
1366,C002107,United Arab Emirates,Cream Cheese ,Dairy & Eggs,Dairy/eggs,1,8.06,8.06
1366,C002107,United Arab Emirates,Light Bulbs,Household,General merchandise,1,12.26,12.26
1367,C001499,United Arab Emirates,Canned Beer,Beverages,Alcohol,6,37.14,222.84
1368,C000540,Saudi Arabia,Frankfurter,Meat & Seafood,Deli & processed,1,20.82,20.82
1368,C000540,Saudi Arabia,Packaged Fruit/Vegetables,Produce,Vegetables & herbs,1,6.69,6.69
1368,C000540,Saudi Arabia,Brown Bread,Bakery,Bread & baked goods,1,6.52,6.52
1368,C000540,Saudi Arabia,Margarine,Dairy & Eggs,Butter & spreads,1,4.78,4.78
1368,C000540,Saudi Arabia,Waffles,Bakery,Bread & baked goods,2,4.87,9.74
1369,C003004,Qatar,Chicken,Meat & Seafood,Fresh meat,1,28.21,28.21
1369,C003004,Qatar,Tropical Fruit,Produce,Fruit,2,7.38,14.76
1369,C003004,Qatar,Candy,Snacks & Sweets,Snacks/sweets,1,4.74,4.74
1369,C003004,Qatar,Shopping Bags,Household,General merchandise,2,0.66,1.32
1370,C002308,Qatar,Frankfurter,Meat & Seafood,Deli & processed,1,27.37,27.37
1370,C002308,Qatar,Bottled Beer,Beverages,Alcohol,1,41.42,41.42
1371,C000235,United Arab Emirates,Bottled Beer,Beverages,Alcohol,2,59.83,119.66
1372,C002098,United Arab Emirates,Other Vegetables,Produce,Vegetables & herbs,2,10.15,20.3
1372,C002098,United Arab Emirates,Cream Cheese ,Dairy & Eggs,Dairy/eggs,1,7.97,7.97
1372,C002098,United Arab Emirates,Coffee,Beverages,Non-alcoholic,1,42.99,42.99
1372,C002098,United Arab Emirates,Dishes,Household,General merchandise,1,14.39,14.39
1373,C002544,United Arab Emirates,Frozen Potato Products,Frozen,Potatoes,2,14.7,29.4
1374,C000289,Saudi Arabia,Chicken,Meat & Seafood,Fresh meat,2,16.98,33.96
1374,C000289,Saudi Arabia,Whole Milk,Dairy & Eggs,Dairy/eggs,1,6.19,6.19
1375,C001470,Saudi Arabia,Sausage,Meat & Seafood,Deli & processed,1,15.25,15.25
1375,C001470,Saudi Arabia,Meat,Meat & Seafood,Fresh meat,1,22.08,22.08
1375,C001470,Saudi Arabia,Grapes,Produce,Fruit,2,5.2,10.4
1375,C001470,Saudi Arabia,Other Vegetables,Produce,Vegetables & herbs,1,7.92,7.92
1375,C001470,Saudi Arabia,Yogurt,Dairy & Eggs,Dairy/eggs,6,2.47,14.82
1375,C001470,Saudi Arabia,Soft Cheese,Dairy & Eggs,Dairy/eggs,2,5.57,11.14
1375,C001470,Saudi Arabia,Domestic Eggs,Dairy & Eggs,Dairy/eggs,1,6.62,6.62
1375,C001470,Saudi Arabia,Rolls/Buns,Bakery,Bread & baked goods,1,4.32,4.32
1375,C001470,Saudi Arabia,Margarine,Dairy & Eggs,Butter & spreads,1,6.95,6.95
1375,C001470,Saudi Arabia,Soda,Beverages,Non-alcoholic,1,34.19,34.19
1375,C001470,Saudi Arabia,Chocolate,Snacks & Sweets,Snacks/sweets,2,4.86,9.72
1376,C001519,Bahrain,Canned Beer,Beverages,Alcohol,2,39.87,79.74
1377,C001748,United Arab Emirates,Yogurt,Dairy & Eggs,Dairy/eggs,6,2.22,13.32
1377,C001748,United Arab Emirates,Chocolate,Snacks & Sweets,Snacks/sweets,1,4.36,4.36
1378,C000455,Saudi Arabia,Frozen Meals,Frozen,Frozen foods,2,13.29,26.58
1378,C000455,Saudi Arabia,Pet Care,Pet,Pet supplies,2,10.8,21.6
1378,C000455,Saudi Arabia,Soda,Beverages,Non-alcoholic,1,49.23,49.23
1379,C002088,United Arab Emirates,Canned Fruit,Pantry,Canned goods,1,10.34,10.34
1379,C002088,United Arab Emirates,Meat Spreads,Meat & Seafood,Deli & processed,1,27.98,27.98
1379,C002088,United Arab Emirates,Bottled Water,Beverages,Non-alcoholic,2,37.19,74.38
1380,C001960,United Arab Emirates,Butter,Dairy & Eggs,Dairy/eggs,1,8.83,8.83
1380,C001960,United Arab Emirates,Waffles,Bakery,Bread & baked goods,1,4.96,4.96
1380,C001960,United Arab Emirates,Chocolate,Snacks & Sweets,Snacks/sweets,1,4.87,4.87
1381,C000266,United Arab Emirates,Yogurt,Dairy & Eggs,Dairy/eggs,2,3.17,6.34
1381,C000266,United Arab Emirates,Pastry,Bakery,Bread & baked goods,2,5.74,11.48
1381,C000266,United Arab Emirates,Semi-Finished Bread,Bakery,Bread & baked goods,1,6.25,6.25
1381,C000266,United Arab Emirates,Soda,Beverages,Non-alcoholic,1,39.71,39.71
1381,C000266,United Arab Emirates,Shopping Bags,Household,General merchandise,2,0.46,0.92
1382,C002604,United Arab Emirates,Citrus Fruit,Produce,Fruit,1,6.02,6.02
1382,C002604,United Arab Emirates,Whole Milk,Dairy & Eggs,Dairy/eggs,1,6.07,6.07
1382,C002604,United Arab Emirates,Soft Cheese,Dairy & Eggs,Dairy/eggs,1,8.56,8.56
1382,C002604,United Arab Emirates,Canned Beer,Beverages,Alcohol,1,35.67,35.67
1383,C002048,Kuwait,Meat,Meat & Seafood,Fresh meat,1,34.78,34.78
1383,C002048,Kuwait,Yogurt,Dairy & Eggs,Dairy/eggs,4,3.04,12.16
1384,C001667,United Arab Emirates,Root Vegetables,Produce,Vegetables & herbs,1,4.76,4.76
1384,C001667,United Arab Emirates,Butter,Dairy & Eggs,Dairy/eggs,1,8.53,8.53
1384,C001667,United Arab Emirates,Frozen Vegetables,Frozen,Frozen foods,1,11.9,11.9
1384,C001667,United Arab Emirates,Salty Snack,Snacks & Sweets,Snacks/sweets,1,5.5,5.5
1385,C002433,United Arab Emirates,Frankfurter,Meat & Seafood,Deli & processed,1,33.14,33.14
1385,C002433,United Arab Emirates,Sausage,Meat & Seafood,Deli & processed,1,23.36,23.36
1385,C002433,United Arab Emirates,Whole Milk,Dairy & Eggs,Dairy/eggs,2,7.08,14.16
1385,C002433,United Arab Emirates,Butter,Dairy & Eggs,Dairy/eggs,1,9.42,9.42
1385,C002433,United Arab Emirates,Dessert,Prepared foods,Ready-to-eat,2,13.68,27.36
1385,C002433,United Arab Emirates,Pastry,Bakery,Bread & baked goods,1,5.98,5.98
1385,C002433,United Arab Emirates,Fruit/Vegetable Juice,Beverages,Non-alcoholic,1,51.09,51.09
1386,C001785,Saudi Arabia,Tropical Fruit,Produce,Fruit,2,5.94,11.88
1386,C001785,Saudi Arabia,Other Vegetables,Produce,Vegetables & herbs,1,5.23,5.23
1386,C001785,Saudi Arabia,Packaged Fruit/Vegetables,Produce,Vegetables & herbs,1,7.11,7.11
1386,C001785,Saudi Arabia,Whole Milk,Dairy & Eggs,Dairy/eggs,1,6.32,6.32
1386,C001785,Saudi Arabia,Frozen Meals,Frozen,Frozen foods,2,12.97,25.94
1386,C001785,Saudi Arabia,White Bread,Bakery,Bread & baked goods,1,3.98,3.98
1386,C001785,Saudi Arabia,Instant Coffee,Beverages,Non-alcoholic,1,33.98,33.98
1386,C001785,Saudi Arabia,Soda,Beverages,Non-alcoholic,1,30.93,30.93
1386,C001785,Saudi Arabia,Female Sanitary Products,Personal care,Health & beauty,1,15.32,15.32
1386,C001785,Saudi Arabia,Newspapers,Household,General merchandise,1,9.46,9.46
1386,C001785,Saudi Arabia,Pot Plants,Household,Garden,1,12.72,12.72
1386,C001785,Saudi Arabia,Shopping Bags,Household,General merchandise,1,0.42,0.42
1387,C001864,Oman,Yogurt,Dairy & Eggs,Dairy/eggs,1,2.84,2.84
1387,C001864,Oman,Sugar,Pantry,Staples,1,6.35,6.35
1387,C001864,Oman,Instant Coffee,Beverages,Non-alcoholic,1,34.05,34.05
1388,C001096,Qatar,Root Vegetables,Produce,Vegetables & herbs,1,6.3,6.3
1388,C001096,Qatar,Other Vegetables,Produce,Vegetables & herbs,1,7.05,7.05
1388,C001096,Qatar,White Bread,Bakery,Bread & baked goods,1,6.13,6.13
1388,C001096,Qatar,Sparkling Wine,Beverages,Alcohol,2,88.94,177.88
1389,C000601,United Arab Emirates,Yogurt,Dairy & Eggs,Dairy/eggs,2,3.64,7.28
1389,C000601,United Arab Emirates,Rolls/Buns,Bakery,Bread & baked goods,1,4.2,4.2
1389,C000601,United Arab Emirates,Pastry,Bakery,Bread & baked goods,1,5.71,5.71
1389,C000601,United Arab Emirates,Soda,Beverages,Non-alcoholic,1,42.53,42.53
1390,C002973,United Arab Emirates,Oil,Pantry,Staples,2,9.99,19.98
1391,C000793,Oman,Citrus Fruit,Produce,Fruit,1,4.26,4.26
1391,C000793,Oman,Pip Fruit,Produce,Fruit,1,6.2,6.2
1391,C000793,Oman,Grapes,Produce,Fruit,3,5.06,15.18
1391,C000793,Oman,Berries,Produce,Fruit,1,14.86,14.86
1391,C000793,Oman,Soft Cheese,Dairy & Eggs,Dairy/eggs,2,5.74,11.48
1391,C000793,Oman,Rolls/Buns,Bakery,Bread & baked goods,1,4.85,4.85
1391,C000793,Oman,Oil,Pantry,Staples,1,7.26,7.26
1391,C000793,Oman,Shopping Bags,Household,General merchandise,2,0.38,0.76
1392,C001569,United Arab Emirates,Beef,Meat & Seafood,Fresh meat,1,37.67,37.67
1392,C001569,United Arab Emirates,Root Vegetables,Produce,Vegetables & herbs,2,5.63,11.26
1392,C001569,United Arab Emirates,Whole Milk,Dairy & Eggs,Dairy/eggs,1,6.17,6.17
1392,C001569,United Arab Emirates,Butter Milk,Dairy & Eggs,Dairy/eggs,1,4.94,4.94
1392,C001569,United Arab Emirates,Yogurt,Dairy & Eggs,Dairy/eggs,1,2.52,2.52
1392,C001569,United Arab Emirates,Beverages,Beverages,Non-alcoholic,1,38.66,38.66
1392,C001569,United Arab Emirates,Cream Cheese ,Dairy & Eggs,Dairy/eggs,1,7.65,7.65
1392,C001569,United Arab Emirates,Sweet Spreads,Pantry,Condiments & spreads,1,9.38,9.38
1392,C001569,United Arab Emirates,Soda,Beverages,Non-alcoholic,1,38.31,38.31
1392,C001569,United Arab Emirates,Chocolate,Snacks & Sweets,Snacks/sweets,1,5.18,5.18
1393,C001120,United Arab Emirates,Citrus Fruit,Produce,Fruit,2,5.63,11.26
1393,C001120,United Arab Emirates,Onions,Produce,Vegetables & herbs,1,5.02,5.02
1393,C001120,United Arab Emirates,Other Vegetables,Produce,Vegetables & herbs,1,7.15,7.15
1393,C001120,United Arab Emirates,Whole Milk,Dairy & Eggs,Dairy/eggs,1,6.29,6.29
1393,C001120,United Arab Emirates,Cream Cheese ,Dairy & Eggs,Dairy/eggs,1,6.85,6.85
1393,C001120,United Arab Emirates,Domestic Eggs,Dairy & Eggs,Dairy/eggs,1,5.88,5.88
1393,C001120,United Arab Emirates,Sugar,Pantry,Staples,1,6.29,6.29
1393,C001120,United Arab Emirates,Bottled Water,Beverages,Non-alcoholic,2,47.78,95.56
1393,C001120,United Arab Emirates,Bottled Beer,Beverages,Alcohol,1,39.87,39.87
1393,C001120,United Arab Emirates,Long Life Bakery Product,Bakery,Bread & baked goods,1,7.66,7.66
1393,C001120,United Arab Emirates,Seasonal Products,Prepared foods,Ready-to-eat,2,14.05,28.1
1393,C001120,United Arab Emirates,Napkins,Household,Paper goods,2,12.02,24.04
1394,C002863,United Arab Emirates,Dessert,Prepared foods,Ready-to-eat,1,18.97,18.97
1394,C002863,United Arab Emirates,Misc. Beverages,Beverages,Non-alcoholic,1,37.69,37.69
1395,C000158,United Arab Emirates,Curd,Dairy & Eggs,Dairy/eggs,1,6.27,6.27
1395,C000158,United Arab Emirates,Jam,Pantry,Condiments & spreads,1,8.72,8.72
1395,C000158,United Arab Emirates,Shopping Bags,Household,General merchandise,3,0.53,1.59
1396,C000628,Saudi Arabia,Bottled Water,Beverages,Non-alcoholic,6,38.39,230.34
1397,C002299,Saudi Arabia,Sausage,Meat & Seafood,Deli & processed,1,13.85,13.85
1397,C002299,Saudi Arabia,Domestic Eggs,Dairy & Eggs,Dairy/eggs,1,7.19,7.19
1397,C002299,Saudi Arabia,Coffee,Beverages,Non-alcoholic,1,34.19,34.19
1397,C002299,Saudi Arabia,Soda,Beverages,Non-alcoholic,2,31.67,63.34
1398,C002838,United Arab Emirates,Herbs,Produce,Vegetables & herbs,1,4.48,4.48
1399,C000854,United Arab Emirates,Dog Food,Pet,Pet supplies,1,10.2,10.2
1399,C000854,United Arab Emirates,Soda,Beverages,Non-alcoholic,2,41.95,83.9
1399,C000854,United Arab Emirates,Fruit/Vegetable Juice,Beverages,Non-alcoholic,1,36.32,36.32
1399,C000854,United Arab Emirates,Bottled Beer,Beverages,Alcohol,6,35.76,214.56
1400,C000098,United Arab Emirates,Packaged Fruit/Vegetables,Produce,Vegetables & herbs,2,6.65,13.3
1400,C000098,United Arab Emirates,Whole Milk,Dairy & Eggs,Dairy/eggs,1,6.82,6.82
1400,C000098,United Arab Emirates,Pastry,Bakery,Bread & baked goods,1,5.63,5.63
1400,C000098,United Arab Emirates,Bottled Water,Beverages,Non-alcoholic,1,40.48,40.48
1400,C000098,United Arab Emirates,Soda,Beverages,Non-alcoholic,1,36.72,36.72
1400,C000098,United Arab Emirates,Misc. Beverages,Beverages,Non-alcoholic,1,34.8,34.8
1400,C000098,United Arab Emirates,Chewing Gum,Snacks & Sweets,Snacks/sweets,1,1.96,1.96
1400,C000098,United Arab Emirates,Specialty Bar,Snacks & Sweets,Snacks/sweets,2,5.89,11.78
1400,C000098,United Arab Emirates,Hygiene Articles,Personal care,Health & beauty,1,15.4,15.4
1400,C000098,United Arab Emirates,Pot Plants,Household,Garden,1,14.67,14.67
1400,C000098,United Arab Emirates,Shopping Bags,Household,General merchandise,5,0.51,2.55
1401,C000874,United Arab Emirates,Frankfurter,Meat & Seafood,Deli & processed,1,27.66,27.66
1401,C000874,United Arab Emirates,Pork,Meat & Seafood,Fresh meat,1,28.11,28.11
1401,C000874,United Arab Emirates,Specialty Fat,Dairy & Eggs,Butter & spreads,3,8.26,24.78
1401,C000874,United Arab Emirates,Specialty Bar,Snacks & Sweets,Snacks/sweets,1,7.62,7.62
1402,C002039,Saudi Arabia,Finished Products,Prepared foods,Ready-to-eat,1,12.63,12.63
1402,C002039,Saudi Arabia,Beef,Meat & Seafood,Fresh meat,1,29.2,29.2
1402,C002039,Saudi Arabia,Tropical Fruit,Produce,Fruit,1,7.2,7.2
1402,C002039,Saudi Arabia,Spread Cheese,Dairy & Eggs,Dairy/eggs,2,6.07,12.14
1402,C002039,Saudi Arabia,Rolls/Buns,Bakery,Bread & baked goods,1,3.99,3.99
1402,C002039,Saudi Arabia,Waffles,Bakery,Bread & baked goods,1,5.29,5.29
1402,C002039,Saudi Arabia,Chocolate,Snacks & Sweets,Snacks/sweets,2,5.38,10.76
1402,C002039,Saudi Arabia,Specialty Chocolate,Snacks & Sweets,Snacks/sweets,1,4.99,4.99
1402,C002039,Saudi Arabia,Hair Spray,Personal care,Health & beauty,1,17.4,17.4
1402,C002039,Saudi Arabia,Shopping Bags,Household,General merchandise,1,0.52,0.52
1403,C000031,United Arab Emirates,Oil,Pantry,Staples,1,11.38,11.38
1404,C002572,Saudi Arabia,Curd,Dairy & Eggs,Dairy/eggs,2,5.36,10.72
1405,C002750,United Arab Emirates,Herbs,Produce,Vegetables & herbs,1,4.96,4.96
1405,C002750,United Arab Emirates,Pot Plants,Household,Garden,1,12.87,12.87
1406,C001813,United Arab Emirates,Sausage,Meat & Seafood,Deli & processed,1,16.89,16.89
1406,C001813,United Arab Emirates,Other Vegetables,Produce,Vegetables & herbs,1,8.28,8.28
1406,C001813,United Arab Emirates,Sliced Cheese,Dairy & Eggs,Dairy/eggs,1,7.74,7.74
1406,C001813,United Arab Emirates,Rolls/Buns,Bakery,Bread & baked goods,1,7.35,7.35
1406,C001813,United Arab Emirates,Coffee,Beverages,Non-alcoholic,1,51.91,51.91
1406,C001813,United Arab Emirates,Soda,Beverages,Non-alcoholic,1,47.45,47.45
1406,C001813,United Arab Emirates,Shopping Bags,Household,General merchandise,2,0.54,1.08
1407,C001440,Saudi Arabia,Whole Milk,Dairy & Eggs,Dairy/eggs,1,7.05,7.05
1407,C001440,Saudi Arabia,Sugar,Pantry,Staples,1,6.11,6.11
1407,C001440,Saudi Arabia,Pudding Powder,Pantry,Staples,1,7.99,7.99
1408,C001746,Qatar,Sausage,Meat & Seafood,Deli & processed,1,16.26,16.26
1408,C001746,Qatar,Waffles,Bakery,Bread & baked goods,2,5.97,11.94
1409,C001821,United Arab Emirates,Soda,Beverages,Non-alcoholic,6,33.53,201.18
1410,C001666,United Arab Emirates,Whole Milk,Dairy & Eggs,Dairy/eggs,2,6.16,12.32
1410,C001666,United Arab Emirates,Bottled Water,Beverages,Non-alcoholic,6,36.56,219.36
1410,C001666,United Arab Emirates,Soda,Beverages,Non-alcoholic,2,36.7,73.4
1410,C001666,United Arab Emirates,Canned Beer,Beverages,Alcohol,1,34.77,34.77
1411,C000345,Qatar,Root Vegetables,Produce,Vegetables & herbs,2,5.04,10.08
1411,C000345,Qatar,Whole Milk,Dairy & Eggs,Dairy/eggs,2,9.03,18.06
1411,C000345,Qatar,Brown Bread,Bakery,Bread & baked goods,1,6.82,6.82
1411,C000345,Qatar,Brandy,Beverages,Alcohol,1,107.97,107.97
1411,C000345,Qatar,Detergent,Household,Cleaning & laundry,1,29.92,29.92
1411,C000345,Qatar,Dish Cleaner,Household,Cleaning & laundry,1,14.43,14.43
1411,C000345,Qatar,Female Sanitary Products,Personal care,Health & beauty,2,17.22,34.44
1411,C000345,Qatar,Napkins,Household,Paper goods,1,11.39,11.39
1411,C000345,Qatar,Shopping Bags,Household,General merchandise,1,0.58,0.58
1412,C002057,United Arab Emirates,Sugar,Pantry,Staples,1,7.11,7.11
1413,C001924,United Arab Emirates,Cream Cheese ,Dairy & Eggs,Dairy/eggs,1,6.69,6.69
1413,C001924,United Arab Emirates,Dishes,Household,General merchandise,1,15.16,15.16
1414,C001054,United Arab Emirates,Other Vegetables,Produce,Vegetables & herbs,1,5.5,5.5
1414,C001054,United Arab Emirates,Misc. Beverages,Beverages,Non-alcoholic,1,24.43,24.43
1414,C001054,United Arab Emirates,Long Life Bakery Product,Bakery,Bread & baked goods,2,4.61,9.22
1414,C001054,United Arab Emirates,Chocolate,Snacks & Sweets,Snacks/sweets,1,5.15,5.15
1414,C001054,United Arab Emirates,Candy,Snacks & Sweets,Snacks/sweets,1,3.25,3.25
1414,C001054,United Arab Emirates,Shopping Bags,Household,General merchandise,1,0.5,0.5
1415,C002589,United Arab Emirates,Frozen Fruits,Frozen,Frozen foods,1,15.1,15.1
1415,C002589,United Arab Emirates,Detergent,Household,Cleaning & laundry,1,37.03,37.03
1416,C001138,United Arab Emirates,Whipped/Sour Cream,Dairy & Eggs,Dairy/eggs,1,7.65,7.65
1417,C002104,United Arab Emirates,Yogurt,Dairy & Eggs,Dairy/eggs,1,3.11,3.11
1418,C002858,United Arab Emirates,Pork,Meat & Seafood,Fresh meat,2,29.25,58.5
1418,C002858,United Arab Emirates,Beef,Meat & Seafood,Fresh meat,1,37.61,37.61
1418,C002858,United Arab Emirates,Other Vegetables,Produce,Vegetables & herbs,1,6.26,6.26
1418,C002858,United Arab Emirates,Yogurt,Dairy & Eggs,Dairy/eggs,4,2.92,11.68
1418,C002858,United Arab Emirates,Shopping Bags,Household,General merchandise,2,0.43,0.86
1419,C001590,United Arab Emirates,Grapes,Produce,Fruit,3,6.95,20.85
1419,C001590,United Arab Emirates,Butter,Dairy & Eggs,Dairy/eggs,1,9.16,9.16
1419,C001590,United Arab Emirates,Domestic Eggs,Dairy & Eggs,Dairy/eggs,1,7.12,7.12
1419,C001590,United Arab Emirates,Salt,Pantry,Staples,3,11.59,34.77
1419,C001590,United Arab Emirates,Sugar,Pantry,Staples,1,7.62,7.62
1419,C001590,United Arab Emirates,Baking Powder,Pantry,Staples,1,8.77,8.77
1420,C000927,Saudi Arabia,Whole Milk,Dairy & Eggs,Dairy/eggs,1,6.1,6.1
1420,C000927,Saudi Arabia,Soda,Beverages,Non-alcoholic,1,36.04,36.04
1421,C002754,Qatar,Sausage,Meat & Seafood,Deli & processed,2,19.58,39.16
1421,C002754,Qatar,Ham,Meat & Seafood,Deli & processed,2,25.39,50.78
1421,C002754,Qatar,Citrus Fruit,Produce,Fruit,3,7.43,22.29
1421,C002754,Qatar,Grapes,Produce,Fruit,2,8.22,16.44
1421,C002754,Qatar,Berries,Produce,Fruit,1,18.5,18.5
1421,C002754,Qatar,Butter Milk,Dairy & Eggs,Dairy/eggs,1,6.89,6.89
1421,C002754,Qatar,Frozen Meals,Frozen,Frozen foods,1,15.59,15.59
1421,C002754,Qatar,Domestic Eggs,Dairy & Eggs,Dairy/eggs,2,8.7,17.4
